tier,severity,sheet_rows,row_ids,builder,owner,match_key,reason,recommendation
4,LOW,943 + 1217,1092 + 1224,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,943 + 1218,1092 + 1225,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [5] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,943 + 1219,1092 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [6] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1217 + 1218,1224 + 1225,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [5] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1217 + 1219,1224 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [6] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1218 + 1219,1225 + 1226,Hudong-Zhonghua Shipbuilding,"CNOOC, CMES, NYK JV",hudong-zhonghua|nyk|170000,match on builder/owner/capacity but rows carry distinct ordinals [5] vs [6] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1115 + 1149,1193 + 1194,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2]; delivery 2028 vs 2029 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1115 + 1150,1193 + 1195,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3]; delivery 2028 vs 2029 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1149 + 1150,1194 + 1195,HD Hyundai Samho,Capital Clean ECC,hyundai-samho|capital|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1154 + 1155,1201 + 1202,HD Hyundai Heavy Industries,"NYK Line, Ocean Yield",hyundai-ulsan|nyk|200000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1154 + 1156,1201 + 1203,HD Hyundai Heavy Industries,"NYK Line, Ocean Yield",hyundai-ulsan|nyk|200000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1154 + 1157,1201 + 1204,HD Hyundai Heavy Industries,"NYK Line, Ocean Yield",hyundai-ulsan|nyk|200000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1155 + 1156,1202 + 1203,HD Hyundai Heavy Industries,"NYK Line, Ocean Yield",hyundai-ulsan|nyk|200000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1155 + 1157,1202 + 1204,HD Hyundai Heavy Industries,"NYK Line, Ocean Yield",hyundai-ulsan|nyk|200000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1156 + 1157,1203 + 1204,HD Hyundai Heavy Industries,"NYK Line, Ocean Yield",hyundai-ulsan|nyk|200000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1146 + 1147,1190 + 1191,Hudong-Zhonghua Shipbuilding,Bonny Gas Transport,hudong-zhonghua|bgt|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1146 + 1148,1190 + 1192,Hudong-Zhonghua Shipbuilding,Bonny Gas Transport,hudong-zhonghua|bgt|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1147 + 1148,1191 + 1192,Hudong-Zhonghua Shipbuilding,Bonny Gas Transport,hudong-zhonghua|bgt|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1152,1196 + 1197,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1153,1196 + 1199,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1174,1196 + 1198,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1151 + 1175,1196 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [5]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1152 + 1153,1197 + 1199,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1152 + 1174,1197 + 1198,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1152 + 1175,1197 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [5]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1153 + 1174,1199 + 1198,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [3]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1153 + 1175,1199 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [4] vs [5]; delivery 2029 vs 2030 — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1174 + 1175,1198 + 1200,Hudong-Zhonghua Shipbuilding,MISC,hudong-zhonghua|misc|170000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [5] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1165 + 1166,1212 + 1213,HD Hyundai Samho,BW LNG,hyundai-samho|bw-lng|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1167 + 1168,1214 + 1215,HD Hyundai Heavy Industries,Hayfin Capital Management,hyundai-ulsan|hayfin|170000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1179 + 1180,1220 + 1221,Jiangnan Shipyard,COSCO,jiangnan|cosco|180000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [2] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1179 + 1181,1220 + 1222,Jiangnan Shipyard,COSCO,jiangnan|cosco|180000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1179 + 1182,1220 + 1223,Jiangnan Shipyard,COSCO,jiangnan|cosco|180000,match on builder/owner/capacity but rows carry distinct ordinals [1] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1180 + 1181,1221 + 1222,Jiangnan Shipyard,COSCO,jiangnan|cosco|180000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [3] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1180 + 1182,1221 + 1223,Jiangnan Shipyard,COSCO,jiangnan|cosco|180000,match on builder/owner/capacity but rows carry distinct ordinals [2] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
4,LOW,1181 + 1182,1222 + 1223,Jiangnan Shipyard,COSCO,jiangnan|cosco|180000,match on builder/owner/capacity but rows carry distinct ordinals [3] vs [4] — likely distinct sister ships.,"probably NOT a dup; reconcile by ordinal, then dismiss."
