a1,live_row,column,restore_value
E915,915,Name [ref],"https://www.shipvault.com/ships/467891, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/467891"
E916,916,Name [ref],"https://www.shipvault.com/ships/467892, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/467892"
