status,sheet_row,row_id,column,accepted_value,backend_value
landed,1184,888,Shipowner,,
landed,1184,888,Shipowner [ref],,
landed,1185,889,Shipowner,,
landed,1185,889,Shipowner [ref],,
landed,1186,890,Shipowner,,
landed,1186,890,Shipowner [ref],,
landed,1187,891,Shipowner,,
landed,1187,891,Shipowner [ref],,
landed,1188,892,Shipowner,,
landed,1188,892,Shipowner [ref],,
landed,1189,893,Shipowner,,
landed,1189,893,Shipowner [ref],,
landed,1190,894,Shipowner,,
landed,1190,894,Shipowner [ref],,
landed,1191,895,Shipowner,,
landed,1191,895,Shipowner [ref],,
landed,1192,896,Shipowner,,
landed,1192,896,Shipowner [ref],,
landed,1193,897,Shipowner,,
landed,1193,897,Shipowner [ref],,
landed,1194,898,Shipowner,,
landed,1194,898,Shipowner [ref],,
landed,1195,899,Shipowner,,
landed,1195,899,Shipowner [ref],,
landed,1196,900,Shipowner,,
landed,1196,900,Shipowner [ref],,
landed,1197,901,Shipowner,,
landed,1197,901,Shipowner [ref],,
landed,1198,902,Shipowner,,
landed,1198,902,Shipowner [ref],,
landed,1199,903,Shipowner,,
landed,1199,903,Shipowner [ref],,
landed,1200,904,Shipowner,,
landed,1200,904,Shipowner [ref],,
landed,1165,1212,Capacity,,
landed,1165,1212,Capacity [ref],,
landed,1166,1213,Capacity,,
landed,1166,1213,Capacity [ref],,
