op,key,column,value
set,6eb9b898-f874-4d38-93ca-c71f0ddfdb74,Name,Al Nigyan
set,6eb9b898-f874-4d38-93ca-c71f0ddfdb74,Name [ref],https://lngprime.com/asia/knutsen-takes-delivery-of-qatarenergy-lng-tanker/195695/
