a1,live_row,column,restore_value
K887,887,Status,on order
N887,887,Status [ref],https://www.igu.org/igu-reports/2025-world-lng-report
K924,924,Status,on order
N924,924,Status [ref],https://www.igu.org/igu-reports/2025-world-lng-report
