original order in sheet,IMO number,IMO number [ref],Name,Name [ref],Notes,Other names,Other names [ref],Hull number,Hull number [ref],Status,Researcher,Last updated,Status [ref],Shipowner,Shipowner [ref],Shipowner country/area,Shipowner country/area [ref],Shipbuilder,Shipbuilder [ref],Shipbuilder yard country/area,Shipbuilder yard country/area [ref],Yard location latitude,Yard location longitude,Yard location plus code,Yard location accuracy,Yard location lat/lon [ref],Capacity,Capacity units,Capacity [ref],Cargo type,Cargo type [ref],Vessel type,Vessel type [ref],Propulsion type,Propulsion type [ref],Delivery year,Delivery year [ref],Delivery delayed,Previous delivery year(s),Previous delivery year(s) [ref],[Original source],Operator/charterer,Operator/charterer [ref],Contract date,Contract date [ref],Price,Price currency,Price [ref]
509,1030557,https://www.igu.org/igu-reports/2025-world-lng-report,Dalian No 1 G175K-12,https://www.igu.org/igu-reports/2025-world-lng-report,,Dalian No 1 G175K-12; Youyi Yongshi,"https://www.datocms-assets.com/146580/1763396210-1747916410-igu-world-lng-report-2025.pdf, https://www.datocms-assets.com/146580/1783403747-igu-world-lng-report-2026.pdf, https://www.vesselfinder.com/vessels/details/1030557",Hull G175K-12,"https://www.shipvault.com/ships/469427, https://shipvaultapi-gjb8c.ondigitalocean.app/api/units/469427",on order,GEM,12/31/2024,https://www.igu.org/igu-reports/2025-world-lng-report,"Wah Kwong, China Gas, CSSC",https://www.igu.org/igu-reports/2025-world-lng-report,,,DSIC (Dalian Shipbuilding Industry Co),https://www.igu.org/igu-reports/2025-world-lng-report,China,http://www.dsic.cn/English/CorporateProfile/AboutUs/index.htm,38.937861,121.638613,"WJMP+FX6, Binhai St, Xigang District, Dalian, Dalian, Liaoning, China, 116006",exact,"https://www.google.com/maps/place/Dalian+Shipbuilding+Heavy+Industry+Co.,Ltd./@38.9301597,121.6171177,2740m/data=!3m1!1e3!4m15!1m7!2m6!1sDalian+Shipbuilding+Industry+Co!3m4!2s60.153931,+24.928542!4m2!1d24.9285418!2d60.1539309!3m6!1s0x3585f55b64d083c7:0x46a88d8ffb6405f2!8m2!3d38.9336592!4d121.6374032!15sCh9EYWxpYW4gU2hpcGJ1aWxkaW5nIEluZHVzdHJ5IENvkgEHY29tcGFueeABAA!16s%2Fg%2F1tf_qtz_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",175000,cbm,https://www.igu.org/igu-reports/2025-world-lng-report,membrane,https://lngprime.com/asia/dsic-to-build-two-lng-carriers-for-china-gas-jv/86496/,conventional,https://www.datocms-assets.com/146580/1783403747-igu-world-lng-report-2026.pdf,X-DF,https://www.igu.org/igu-reports/2025-world-lng-report,2028,https://www.igu.org/igu-reports/2025-world-lng-report,,,,IGU,China Gas Hongda Energy Trading,https://lngprime.com/asia/dsic-to-build-two-lng-carriers-for-china-gas-jv/86496/,,,,,
